tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,target,features
tt16263072,tvMovie,Die Bürgermeisterin,Die Bürgermeisterin,0,2022,\N,88.0,Drama,6.6,72,0,"[72.0,0.0,2022.0,88.0]"
tt16273830,movie,A Muse Never Drowns,Myûzu wa oborenai,0,2021,\N,82.0,Drama,6.5,64,0,"[64.0,0.0,2021.0,82.0]"
tt16274698,tvMovie,John Huston: Adventures of a Free Soul,"John Huston, une âme libre",0,2021,\N,52.0,Documentary,6.7,66,0,"[66.0,0.0,2021.0,52.0]"
tt16278206,movie,The Short Straw,The Short Straw,0,2022,\N,86.0,Drama,5.7,72,0,"[72.0,0.0,2022.0,86.0]"
tt16293668,movie,14 Days,Quattordici giorni - Una storia d'amore,0,2021,\N,100.0,Drama,6.6,87,0,"[87.0,0.0,2021.0,100.0]"
tt16303266,movie,Laufen,Laufen,0,2022,\N,90.0,Drama,6.4,68,0,"[68.0,0.0,2022.0,90.0]"
tt16304550,movie,Street Code Broken,Street Code Broken,0,2022,\N,108.0,Drama,6.5,75,0,"[75.0,0.0,2022.0,108.0]"
tt16345430,movie,To the Summit,Wu jin pan deng,0,2021,\N,92.0,Documentary,6.8,58,0,"[58.0,0.0,2021.0,92.0]"
tt16347520,movie,He Belongs to Me,He Belongs to Me,0,2021,\N,72.0,Drama,3.0,52,0,"[52.0,0.0,2021.0,72.0]"
tt16359474,movie,A Date,A Date,0,2023,\N,79.0,Drama,6.1,67,0,"[67.0,0.0,2023.0,79.0]"
tt16367960,movie,Anne Murray: Full Circle,Anne Murray: Full Circle,0,2021,\N,92.0,Documentary,8.3,60,1,"[60.0,0.0,2021.0,92.0]"
tt16369236,movie,They Survived Together,They Survived Together,0,2021,\N,80.0,Documentary,8.1,59,1,"[59.0,0.0,2021.0,80.0]"
tt16375980,movie,The Messenger,O Mensageiro,0,2023,\N,110.0,Drama,6.5,52,0,"[52.0,0.0,2023.0,110.0]"
tt16379898,movie,Conception,Conception,0,2022,\N,104.0,Drama,4.6,51,0,"[51.0,0.0,2022.0,104.0]"
tt16384190,movie,A Fantástica Fábrica de Golpes,A Fantástica Fábrica de Golpes,0,2021,\N,105.0,Documentary,8.6,69,1,"[69.0,0.0,2021.0,105.0]"
tt16389910,movie,Rookie Season,Rookie Season,0,2022,\N,76.0,Documentary,7.6,54,1,"[54.0,0.0,2022.0,76.0]"
tt16390870,movie,The Great Postal Heist,The Great Postal Heist,0,2022,\N,96.0,Documentary,7.6,56,1,"[56.0,0.0,2022.0,96.0]"
tt16399570,movie,Fi Alkhamsina,Fi Alkhamsina,0,2021,\N,91.0,Drama,7.8,69,1,"[69.0,0.0,2021.0,91.0]"
tt16403870,movie,Eyang Ti,Eyang Ti,0,2021,\N,80.0,Drama,7.2,51,0,"[51.0,0.0,2021.0,80.0]"
tt16404094,movie,Naked Gardens,Naked Gardens,0,2022,\N,90.0,Documentary,7.4,63,0,"[63.0,0.0,2022.0,90.0]"
tt16419284,movie,Beyond the Reef,Beyond the Reef,0,2022,\N,70.0,Documentary,7.6,55,1,"[55.0,0.0,2022.0,70.0]"
tt16421260,tvMovie,Beauty and the Beast: A Comic Relief Pantomime for Christmas,Beauty and the Beast: A Comic Relief Pantomime for Christmas,0,2021,\N,92.27826086956522,Comedy,6.9,53,0,"[53.0,0.0,2021.0,92.27826086956522]"
tt16436646,movie,Bereményi kalapja,Bereményi kalapja,0,2022,\N,82.0,Documentary,8.0,51,1,"[51.0,0.0,2022.0,82.0]"
tt16436894,movie,"We, Students!","Nous, étudiants!",0,2022,\N,82.0,Documentary,6.3,68,0,"[68.0,0.0,2022.0,82.0]"
tt16438032,movie,Love and Bloggers,Liubov i blohery,0,2022,\N,98.0,Comedy,3.5,89,0,"[89.0,0.0,2022.0,98.0]"
tt16445498,movie,Our Lady of the Chinese Shop,Nossa senhora da loja do chinês,0,2022,\N,98.0,Drama,5.0,54,0,"[54.0,0.0,2022.0,98.0]"
tt16477412,movie,"Yo, traidor","Yo, traidor",0,2022,\N,105.0,Drama,6.0,56,0,"[56.0,0.0,2022.0,105.0]"
tt16492736,tvMovie,Az énekesnõ,Az énekesnõ,0,2022,\N,82.0,Drama,6.0,79,0,"[79.0,0.0,2022.0,82.0]"
tt16493454,movie,Mimi,Mimi,0,2022,\N,100.0,Drama,6.0,52,0,"[52.0,0.0,2022.0,100.0]"
tt16528666,tvMovie,The Anti-Vax Conspiracy,Antivax - Les marchands de doute,0,2021,\N,91.0,Documentary,6.8,51,0,"[51.0,0.0,2021.0,91.0]"
tt16538720,movie,Amatör Hayat,Amatör Hayat,0,2022,\N,124.0,Comedy,2.5,66,0,"[66.0,0.0,2022.0,124.0]"
tt16538780,movie,Aska Dair,Aska Dair,0,2022,\N,122.0,Comedy,2.1,58,0,"[58.0,0.0,2022.0,122.0]"
tt16539122,movie,Love and triangles,Love and triangles,0,2022,\N,86.0,Drama,6.9,57,0,"[57.0,0.0,2022.0,86.0]"
tt16578952,movie,Call Me Emanuelle,Call Me Emanuelle,0,2022,\N,92.27826086956522,Drama,4.7,76,0,"[76.0,0.0,2022.0,92.27826086956522]"
tt16642572,movie,The Cry of Granuaile,The Cry of Granuaile,0,2022,\N,82.0,Drama,6.4,78,0,"[78.0,0.0,2022.0,82.0]"
tt16679082,movie,Ananta (The Eternal),Ananta (The Eternal),0,2022,\N,118.0,Drama,6.8,73,0,"[73.0,0.0,2022.0,118.0]"
tt16709752,movie,Secrets of the Salisbury Poisonings,Secrets of the Salisbury Poisonings,0,2021,\N,92.27826086956522,Documentary,5.7,64,0,"[64.0,0.0,2021.0,92.27826086956522]"
tt16732852,movie,Swap Out,Swap Out,0,2022,\N,90.0,Drama,6.1,84,0,"[84.0,0.0,2022.0,90.0]"
tt16741018,movie,Echo to Delta,Echo à Delta,0,2023,\N,91.0,Drama,6.2,51,0,"[51.0,0.0,2023.0,91.0]"
tt16761722,movie,Solnechnaya liniya,Solnechnaya liniya,0,2022,\N,68.0,Comedy,4.9,71,0,"[71.0,0.0,2022.0,68.0]"
tt16781874,movie,Daiki Tsuneta Tokyo Chaotic,Daiki Tsuneta Tokyo Chaotic,0,2021,\N,99.0,Documentary,7.5,55,0,"[55.0,0.0,2021.0,99.0]"
tt16911606,movie,Kai,Kai,0,2022,\N,101.0,Documentary,6.1,70,0,"[70.0,0.0,2022.0,101.0]"
tt16951574,movie,Mateína,Mateína,0,2021,\N,73.0,Drama,6.4,54,0,"[54.0,0.0,2021.0,73.0]"
tt16954518,movie,The Realm of God,El reino de Dios,0,2022,\N,73.0,Drama,7.2,51,0,"[51.0,0.0,2022.0,73.0]"
tt16964818,movie,Um Corpo que Dança - Ballet Gulbenkian 1965-2005,Um Corpo que Dança - Ballet Gulbenkian 1965-2005,0,2022,\N,127.0,Documentary,8.0,64,1,"[64.0,0.0,2022.0,127.0]"
tt16967542,movie,The Marfa Tapes,The Marfa Tapes,0,2022,\N,92.27826086956522,Documentary,6.2,55,0,"[55.0,0.0,2022.0,92.27826086956522]"
tt16970854,movie,Enam Batang,Enam Batang,0,2022,\N,92.27826086956522,Drama,8.5,81,1,"[81.0,0.0,2022.0,92.27826086956522]"
tt16988956,tvMovie,100 Years of Ulysses,100 Years of Ulysses,0,2022,\N,109.0,Documentary,7.3,73,0,"[73.0,0.0,2022.0,109.0]"
tt16991146,movie,Posso entrare? An ode to Naples,Posso entrare? An ode to Naples,0,2023,\N,108.0,Documentary,7.4,55,0,"[55.0,0.0,2023.0,108.0]"
tt16997704,movie,Peacock Lament,Peacock Lament,0,2022,\N,98.0,Drama,6.1,51,0,"[51.0,0.0,2022.0,98.0]"
tt17009282,movie,Comuneros,Comuneros,0,2022,\N,84.0,Documentary,7.4,71,0,"[71.0,0.0,2022.0,84.0]"
tt17039442,movie,Valley of Exile,Valley of Exile,0,2023,\N,106.0,Drama,7.8,83,1,"[83.0,0.0,2023.0,106.0]"
tt17058302,movie,A Mãe,A Mãe,0,2022,\N,80.0,Drama,7.0,73,0,"[73.0,0.0,2022.0,80.0]"
tt17060716,tvMovie,"Michael Haneke, Cineaste of Our Times","Michael Haneke, Cineaste of Our Times",0,2022,\N,51.0,Documentary,6.8,70,0,"[70.0,0.0,2022.0,51.0]"
tt17062106,movie,Head Over Bills,Head Over Bills,0,2022,\N,92.27826086956522,Comedy,8.6,56,1,"[56.0,0.0,2022.0,92.27826086956522]"
tt17063194,movie,Kind Hearts,Kind Hearts,0,2022,\N,87.0,Documentary,6.3,65,0,"[65.0,0.0,2022.0,87.0]"
tt17065440,movie,Boca Chica,Boca Chica,0,2023,\N,97.0,Drama,7.7,58,1,"[58.0,0.0,2023.0,97.0]"
tt17066058,movie,Pieces,Pieces,0,2022,\N,87.0,Drama,7.6,58,1,"[58.0,0.0,2022.0,87.0]"
tt17067140,movie,Razing Liberty Square,Razing Liberty Square,0,2023,\N,86.0,Documentary,7.4,51,0,"[51.0,0.0,2023.0,86.0]"
tt17074824,movie,Ford v Holden,Ford v Holden,0,2023,\N,99.0,Documentary,6.4,84,0,"[84.0,0.0,2023.0,99.0]"
tt17080124,movie,Kalle Kosmonaut,Kalle Kosmonaut,0,2022,\N,99.0,Documentary,7.3,58,0,"[58.0,0.0,2022.0,99.0]"
tt17148760,movie,"Uneori ninge cu zãpadã, alteori cu întuneric","Uneori ninge cu zãpadã, alteori cu întuneric",0,2021,\N,107.0,Drama,6.5,72,0,"[72.0,0.0,2021.0,107.0]"
tt17154674,movie,Rondul de noapte,Rondul de noapte,0,2021,\N,118.0,Drama,5.8,76,0,"[76.0,0.0,2021.0,118.0]"
tt17305656,movie,A Little Love Package,A Little Love Package,0,2022,\N,81.0,Drama,4.6,58,0,"[58.0,0.0,2022.0,81.0]"
tt17324662,movie,Shorshephool,Shorshephool,0,2021,\N,90.0,Drama,6.3,73,0,"[73.0,0.0,2021.0,90.0]"
tt17345772,movie,Section 8,Section 8,0,2022,\N,92.0,Drama,4.0,68,0,"[68.0,0.0,2022.0,92.0]"
tt17371686,movie,Split at the Root,Split at the Root,0,2022,\N,96.0,Documentary,8.0,57,1,"[57.0,0.0,2022.0,96.0]"
tt17423738,tvMovie,Sold: Sex Slaves Next Door,Sold: Sex Slaves Next Door,0,2022,\N,44.0,Documentary,7.0,59,0,"[59.0,0.0,2022.0,44.0]"
tt17423932,movie,Vienna Calling,Vienna Calling,0,2023,\N,85.0,Documentary,6.3,83,0,"[83.0,0.0,2023.0,85.0]"
tt17449172,movie,A German Party,Eine deutsche Partei,0,2022,\N,110.0,Documentary,7.2,67,0,"[67.0,0.0,2022.0,110.0]"
tt17499738,movie,"Love, Tom","Love, Tom",0,2022,\N,56.0,Documentary,8.1,58,1,"[58.0,0.0,2022.0,56.0]"
tt17521074,tvMovie,Todo se Puede,Todo se Puede,0,2021,\N,110.0,Comedy,6.2,50,0,"[50.0,0.0,2021.0,110.0]"
tt17526214,tvMovie,Le cinéma inventé : quand le cinéma cherchait sa voix,Le cinéma inventé : quand le cinéma cherchait sa voix,0,2021,\N,102.0,Documentary,7.0,55,0,"[55.0,0.0,2021.0,102.0]"
tt17526306,movie,The Invention of Cinema: Cinema's First Colors,Le cinéma inventé: les premières couleurs du cinéma,0,2021,\N,65.0,Documentary,7.5,65,0,"[65.0,0.0,2021.0,65.0]"
tt17526514,movie,Media Crash - Qui a tué le débat public?,Media Crash - Qui a tué le débat public?,0,2022,\N,85.0,Documentary,7.0,65,0,"[65.0,0.0,2022.0,85.0]"
tt17538180,movie,Dissolved,Dissolved,0,2021,\N,106.0,Drama,6.8,51,0,"[51.0,0.0,2021.0,106.0]"
tt17544496,movie,Come with Me to the Cinema - The Gregors,Komm mit mir in das Cinema - Die Gregors,0,2022,\N,155.0,Documentary,7.6,50,1,"[50.0,0.0,2022.0,155.0]"
tt17632676,movie,Samadhi Part 3: The Pathless Path,Samadhi Part 3: The Pathless Path,0,2021,\N,92.27826086956522,Documentary,9.2,77,1,"[77.0,0.0,2021.0,92.27826086956522]"
tt17634108,movie,Happy Clothes: A Film About Patricia Field,Happy Clothes: A Film About Patricia Field,0,2023,\N,100.0,Documentary,7.6,87,1,"[87.0,0.0,2023.0,100.0]"
tt17676876,tvMovie,Putin: Return of the Russian Bear,"Poutine, le retour de l'ours dans la danse",0,2022,\N,54.0,Documentary,6.9,63,0,"[63.0,0.0,2022.0,54.0]"
tt17799796,movie,A Taste of Whale,A Taste of Whale,0,2022,\N,85.0,Documentary,7.1,56,0,"[56.0,0.0,2022.0,85.0]"
tt1787125,movie,Four Winters: A Story of Jewish Partisan Resistance and Bravery in WW2,Four Winters,0,2022,\N,90.0,Documentary,9.1,61,1,"[61.0,0.0,2022.0,90.0]"
tt17886356,movie,The Bricks,The Bricks,0,2022,\N,92.27826086956522,Drama,5.3,60,0,"[60.0,0.0,2022.0,92.27826086956522]"
tt17886914,movie,The Loyola Project,The Loyola Project,0,2022,\N,88.0,Documentary,7.6,55,1,"[55.0,0.0,2022.0,88.0]"
tt17939830,movie,I Stand Alone: The Sully Erna Story,I Stand Alone: The Sully Erna Story,0,2023,\N,92.27826086956522,Documentary,7.9,64,1,"[64.0,0.0,2023.0,92.27826086956522]"
tt18070200,movie,"Jacques Tati, tombé de la lune","Jacques Tati, tombé de la lune",0,2021,\N,60.0,Documentary,7.1,75,0,"[75.0,0.0,2021.0,60.0]"
tt18072786,tvMovie,China: The Uyghur Drama,Chine: le drame ouïghour,0,2022,\N,105.0,Documentary,7.3,74,0,"[74.0,0.0,2022.0,105.0]"
tt18080074,tvMovie,"Moi, Christiane F, 13 ans, droguée, prostituée... - Une génération perdue","Moi, Christiane F, 13 ans, droguée, prostituée... - Une génération perdue",0,2022,\N,53.0,Documentary,6.8,75,0,"[75.0,0.0,2022.0,53.0]"
tt18081642,movie,Grown-ups,Watashitachi ha Otona,0,2021,\N,108.0,Drama,5.9,65,0,"[65.0,0.0,2021.0,108.0]"
tt18083138,movie,"Jenga, cudna igra","Jenga, cudna igra",0,2022,\N,90.0,Comedy,6.7,77,0,"[77.0,0.0,2022.0,90.0]"
tt18206298,movie,Getaways & Dreams,Pakoja & haaveita,0,2023,\N,82.0,Drama,4.8,59,0,"[59.0,0.0,2023.0,82.0]"
tt18247358,movie,Amityville - The Resurgence,Amityville: The Resurgence,0,2022,\N,83.0,Documentary,7.5,73,0,"[73.0,0.0,2022.0,83.0]"
tt18253392,tvMovie,Russia vs. Russia,"Russie, le poison autoritaire",0,2022,\N,53.0,Documentary,6.8,70,0,"[70.0,0.0,2022.0,53.0]"
tt18253722,movie,Chestniy razvod 2,Chestniy razvod 2,0,2022,\N,80.0,Comedy,5.3,65,0,"[65.0,0.0,2022.0,80.0]"
tt18258632,movie,How to Tell a Secret,How to Tell a Secret,0,2022,\N,101.0,Documentary,8.2,59,1,"[59.0,0.0,2022.0,101.0]"
tt18259454,movie,Fire Front,Fire Front,0,2022,\N,92.0,Documentary,7.8,66,1,"[66.0,0.0,2022.0,92.0]"
tt18260436,movie,Tolyatti Adrift,Tolyatti Adrift,0,2022,\N,70.0,Documentary,7.0,67,0,"[67.0,0.0,2022.0,70.0]"
tt18270328,movie,2022 Oscar Nominated Short Films: Live Action,2022 Oscar Nominated Short Films: Live Action,0,2022,\N,120.0,Drama,6.8,62,0,"[62.0,0.0,2022.0,120.0]"
tt18272798,tvMovie,Deep Throat: When Porn Makes Its Premiere,Gorge profonde - Quand le porno est sorti du ghetto,0,2022,\N,54.0,Documentary,6.4,72,0,"[72.0,0.0,2022.0,54.0]"
tt18275188,movie,Freaky Profiling,Freaky Profiling,0,2023,\N,90.0,Comedy,5.1,57,0,"[57.0,0.0,2023.0,90.0]"
tt18278484,movie,Holy Heist,Holy Heist,0,2022,\N,85.0,Documentary,6.3,83,0,"[83.0,0.0,2022.0,85.0]"
tt18283920,movie,Concert Crush: The Travis Scott Festival Tragedy,Concert Crush: The Travis Scott Festival Tragedy,0,2022,\N,81.0,Documentary,5.6,80,0,"[80.0,0.0,2022.0,81.0]"
tt18304684,movie,America's Deadliest Rock Concert: The Guest List,America's Deadliest Rock Concert: The Guest List,0,2022,\N,89.0,Documentary,7.7,68,1,"[68.0,0.0,2022.0,89.0]"
tt1830511,movie,Boronia Backpackers,Boronia Backpackers,0,2022,\N,143.0,Drama,8.4,63,1,"[63.0,0.0,2022.0,143.0]"
tt18307286,movie,The Informant: Fear and Faith in the Heartland,The Informant: Fear and Faith in the Heartland,0,2021,\N,60.0,Documentary,7.4,70,0,"[70.0,0.0,2021.0,60.0]"
tt18335580,movie,Dharti latar re horo,Dharti latar re horo,0,2022,\N,95.0,Drama,7.8,51,1,"[51.0,0.0,2022.0,95.0]"
tt18350778,movie,Supporting Actors,Mellékszereplök,0,2023,\N,120.0,Drama,5.8,55,0,"[55.0,0.0,2023.0,120.0]"
tt18351318,movie,Black Mambas,Black Mambas,0,2022,\N,81.0,Documentary,7.1,70,0,"[70.0,0.0,2022.0,81.0]"
tt18483946,movie,Old Friends: A Dogumentary,Old Friends: A Dogumentary,0,2022,\N,92.27826086956522,Documentary,8.2,58,1,"[58.0,0.0,2022.0,92.27826086956522]"
tt18501832,movie,Earth Protectors,Earth Protectors,0,2023,\N,96.0,Documentary,7.3,75,0,"[75.0,0.0,2023.0,96.0]"
tt18502434,movie,Fez Summer '55,Fez Summer '55,0,2023,\N,117.0,Drama,7.0,59,0,"[59.0,0.0,2023.0,117.0]"
tt18548634,movie,State of the Unity,State of the Unity,0,2022,\N,88.0,Documentary,8.8,62,1,"[62.0,0.0,2022.0,88.0]"
tt18550264,tvMovie,Nosferatu - Ein Film wie ein Vampir,Nosferatu - Ein Film wie ein Vampir,0,2022,\N,76.0,Documentary,6.3,56,0,"[56.0,0.0,2022.0,76.0]"
tt18559276,movie,Whose Children Are They?,Whose Children Are They?,0,2022,\N,120.0,Documentary,6.4,55,0,"[55.0,0.0,2022.0,120.0]"
tt18690252,movie,Our Bodies Are Your Battlefields,Nos corps sont vos champs de bataille,0,2021,\N,100.0,Documentary,6.8,89,0,"[89.0,0.0,2021.0,100.0]"
tt18749340,movie,Conversations on Hatred,Conversaciones sobre el odio,0,2022,\N,85.0,Drama,6.6,58,0,"[58.0,0.0,2022.0,85.0]"
tt18750270,movie,Anna X,Anna X,0,2021,\N,98.0,Drama,4.9,66,0,"[66.0,0.0,2021.0,98.0]"
tt18764714,movie,Cuando Duerme Conmigo,Cuando Duerme Conmigo,0,2023,\N,85.0,Drama,6.2,55,0,"[55.0,0.0,2023.0,85.0]"
tt18767232,movie,Dashuri dhe Turbulenca,Dashuri dhe Turbulenca,0,2022,\N,90.0,Comedy,7.5,62,0,"[62.0,0.0,2022.0,90.0]"
tt18816200,movie,This Stolen Country of Mine,This Stolen Country of Mine,0,2022,\N,93.0,Documentary,6.3,54,0,"[54.0,0.0,2022.0,93.0]"
tt18915396,movie,The Kyiv Files,The Kyiv Files,0,2023,\N,78.0,Documentary,7.2,53,0,"[53.0,0.0,2023.0,78.0]"
tt18927992,movie,When Are You Moving Out?,When Are You Moving Out?,0,2022,\N,87.0,Comedy,6.9,55,0,"[55.0,0.0,2022.0,87.0]"
tt18968964,movie,Nederland onder water,Nederland onder water,0,2022,\N,52.0,Documentary,7.0,52,0,"[52.0,0.0,2022.0,52.0]"
tt18981330,movie,Solgun Agaçlar Altinda,Solgun Agaçlar Altinda,0,2022,\N,84.0,Drama,8.8,74,1,"[74.0,0.0,2022.0,84.0]"
tt19033984,movie,Eleven Days in May,Eleven Days in May,0,2022,\N,85.0,Documentary,7.8,87,1,"[87.0,0.0,2022.0,85.0]"
tt19046126,movie,Killed by a Rich Kid,Killed by a Rich Kid,0,2022,\N,92.27826086956522,Documentary,7.2,61,0,"[61.0,0.0,2022.0,92.27826086956522]"
tt19121498,movie,Libre Garance!,Libre Garance!,0,2022,\N,97.0,Drama,5.8,77,0,"[77.0,0.0,2022.0,97.0]"
tt19177446,movie,Viennese Coffee,Videnska kava,0,2022,\N,95.0,Comedy,6.8,58,0,"[58.0,0.0,2022.0,95.0]"
tt19178662,movie,Uýra: The Rising Forest,Uýra: A Retomada da Floresta,0,2022,\N,72.0,Documentary,7.6,87,1,"[87.0,0.0,2022.0,72.0]"
tt19245940,movie,"Older Man, Younger Woman","Older Man, Younger Woman",0,2023,\N,92.27826086956522,Drama,7.3,53,0,"[53.0,0.0,2023.0,92.27826086956522]"
tt19269218,movie,Delikado,Delikado,0,2022,\N,94.0,Documentary,7.9,81,1,"[81.0,0.0,2022.0,94.0]"
tt19298716,movie,Into the Weeds,Into the Weeds,0,2022,\N,96.0,Documentary,7.7,57,1,"[57.0,0.0,2022.0,96.0]"
tt19298844,movie,Make People Better,Make People Better,0,2022,\N,83.0,Documentary,7.3,76,0,"[76.0,0.0,2022.0,83.0]"
tt19309954,movie,Raudra,Raudra,0,2022,\N,104.0,Drama,6.6,73,0,"[73.0,0.0,2022.0,104.0]"
tt19365890,movie,Scrap,Scrap,0,2022,\N,78.0,Documentary,6.8,81,0,"[81.0,0.0,2022.0,78.0]"
tt19380934,movie,Memories from the North,Memories from the North,0,2022,\N,92.27826086956522,Documentary,8.6,58,1,"[58.0,0.0,2022.0,92.27826086956522]"
tt19386782,movie,Adam Ondra: Pushing the Limit,Adam Ondra: Pushing the Limit,0,2022,\N,77.0,Documentary,6.3,56,0,"[56.0,0.0,2022.0,77.0]"
tt19393978,movie,Strangers,Strangers,0,2022,\N,118.0,Drama,7.5,87,0,"[87.0,0.0,2022.0,118.0]"
tt19394336,movie,Unstuffed,Unstuffed,0,2023,\N,81.0,Documentary,5.8,50,0,"[50.0,0.0,2023.0,81.0]"
tt19410660,movie,Forbiddance,Ghadeghan,0,2022,\N,87.0,Drama,4.6,89,0,"[89.0,0.0,2022.0,87.0]"
tt19488354,movie,Just Let Me Go,Já Nada Sei,0,2022,\N,93.0,Drama,7.4,52,0,"[52.0,0.0,2022.0,93.0]"
tt19550082,movie,Yellow Bus,Yellow Bus,0,2023,\N,112.0,Drama,7.0,55,0,"[55.0,0.0,2023.0,112.0]"
tt19718808,movie,Sonic Fantasy,Sonic Fantasy,0,2022,\N,97.0,Documentary,8.4,56,1,"[56.0,0.0,2022.0,97.0]"
tt19743724,movie,That's Funny,That's Funny,0,2023,\N,92.27826086956522,Comedy,6.3,55,0,"[55.0,0.0,2023.0,92.27826086956522]"
tt19755162,movie,Reckonings,Reckonings,0,2022,\N,74.0,Documentary,6.0,70,0,"[70.0,0.0,2022.0,74.0]"
tt19757646,movie,My Robot Sophia,My Robot Sophia,0,2022,\N,89.0,Documentary,6.0,67,0,"[67.0,0.0,2022.0,89.0]"
tt19768220,movie,Role Model,Vzornik,0,2023,\N,98.0,Drama,7.6,88,1,"[88.0,0.0,2023.0,98.0]"
tt19784368,movie,Zeny a zivot,Zeny a zivot,0,2022,\N,87.0,Comedy,5.2,53,0,"[53.0,0.0,2022.0,87.0]"
tt19796824,movie,A Story of Bones,A Story of Bones,0,2022,\N,95.0,Documentary,7.9,70,1,"[70.0,0.0,2022.0,95.0]"
tt19797378,movie,For Tomorrow - A Documentary on Grassroots Innovators,For Tomorrow - A Documentary on Grassroots Innovators,0,2022,\N,72.0,Documentary,7.6,50,1,"[50.0,0.0,2022.0,72.0]"
tt19797962,movie,Eurodonbas,Eurodonbas,0,2022,\N,73.0,Documentary,7.4,74,0,"[74.0,0.0,2022.0,73.0]"
tt19798520,tvMovie,La story Zelensky,La story Zelensky,0,2022,\N,56.0,Documentary,6.2,70,0,"[70.0,0.0,2022.0,56.0]"
tt19799096,movie,The Cathedral,The Cathedral,0,2022,\N,87.0,Documentary,8.1,75,1,"[75.0,0.0,2022.0,87.0]"
tt19800348,movie,The Wildflower,The Wildflower,0,2022,\N,107.0,Drama,5.9,85,0,"[85.0,0.0,2022.0,107.0]"
tt19811866,movie,Disorienting Dick,Disorienting Dick,0,2022,\N,88.0,Comedy,5.1,88,0,"[88.0,0.0,2022.0,88.0]"
tt19815824,movie,Para: dies,Para: dies,0,2022,\N,76.0,Drama,5.2,74,0,"[74.0,0.0,2022.0,76.0]"
tt19817288,movie,Backlash: Misogyny in the Digital Age,Je vous salue salope: La misogynie au temps du numérique,0,2022,\N,80.0,Documentary,7.3,82,0,"[82.0,0.0,2022.0,80.0]"
tt19841846,movie,Riposte féministe,Riposte féministe,0,2022,\N,87.0,Documentary,6.3,77,0,"[77.0,0.0,2022.0,87.0]"
tt19844412,movie,Silent Love,Silent Love,0,2022,\N,72.0,Documentary,7.2,68,0,"[68.0,0.0,2022.0,72.0]"
tt19844458,movie,Daughters,Döttrar,0,2022,\N,90.0,Documentary,7.3,69,0,"[69.0,0.0,2022.0,90.0]"
tt19845444,movie,I Am Makimoto,I Am Makimoto,0,2022,\N,104.0,Drama,6.4,55,0,"[55.0,0.0,2022.0,104.0]"
tt19846046,movie,I Won't Die,Nem halok meg,0,2023,\N,90.0,Documentary,7.1,51,0,"[51.0,0.0,2023.0,90.0]"
tt19846260,movie,Magdala,Magdala,0,2022,\N,78.0,Drama,5.2,53,0,"[53.0,0.0,2022.0,78.0]"
tt19849852,movie,Simona,Simona,0,2022,\N,91.0,Documentary,7.4,89,0,"[89.0,0.0,2022.0,91.0]"
tt19850948,movie,41 Kere Masallah,41 Kere Masallah,0,2022,\N,92.27826086956522,Comedy,4.3,54,0,"[54.0,0.0,2022.0,92.27826086956522]"
tt19856204,movie,Lal Jose,Lal Jose,0,2022,\N,120.0,Drama,3.0,62,0,"[62.0,0.0,2022.0,120.0]"
tt19867050,movie,Cavewoman,Cavewoman,0,2022,\N,94.0,Drama,7.4,55,0,"[55.0,0.0,2022.0,94.0]"
tt19870456,movie,"Liza, go on","Liza, go on",0,2023,\N,120.0,Drama,5.5,58,0,"[58.0,0.0,2023.0,120.0]"
tt19880464,movie,Bholaa Bhaai,Bholaa Bhaai,0,2022,\N,168.0,Comedy,6.2,59,0,"[59.0,0.0,2022.0,168.0]"
tt19885078,movie,4:2,4:2,0,2022,\N,77.0,Drama,5.6,77,0,"[77.0,0.0,2022.0,77.0]"
tt19888864,movie,10 Billion Mouths,10 Billion Mouths,0,2022,\N,64.0,Documentary,8.0,50,1,"[50.0,0.0,2022.0,64.0]"
tt19891540,movie,Nem Tudo Se Desfaz,Nem Tudo Se Desfaz,0,2021,\N,82.0,Documentary,6.1,70,0,"[70.0,0.0,2021.0,82.0]"
tt19892832,movie,"Let's Tie the Knot, Honey!","¿Nos casamos? Sí, mi amor",0,2022,\N,99.0,Comedy,5.5,62,0,"[62.0,0.0,2022.0,99.0]"
tt19898576,movie,5 to 8,5 to 8,0,2022,\N,45.0,Documentary,7.2,64,0,"[64.0,0.0,2022.0,45.0]"
tt19899808,movie,The Darkside of Society,The Darkside of Society,0,2023,\N,85.0,Documentary,5.9,53,0,"[53.0,0.0,2023.0,85.0]"
tt20101630,movie,Magic Spot,Magic Spot,0,2022,\N,87.0,Comedy,7.2,80,0,"[80.0,0.0,2022.0,87.0]"
tt20115184,movie,Mother Sky,Mother Sky,0,2022,\N,109.0,Drama,7.9,71,1,"[71.0,0.0,2022.0,109.0]"
tt20118774,movie,Jhilli (Discards),Jhilli (Discards),0,2021,\N,93.0,Drama,7.4,72,0,"[72.0,0.0,2021.0,93.0]"
tt20159188,movie,Elektra,Elektra,0,2023,\N,78.0,Drama,8.1,61,1,"[61.0,0.0,2023.0,78.0]"
tt20159960,tvMovie,Bachelor's Ramadan,Bachelor's Ramadan,0,2022,\N,87.0,Comedy,7.4,75,0,"[75.0,0.0,2022.0,87.0]"
tt20205078,movie,The Other Half,The Other Half,0,2022,\N,72.0,Documentary,8.5,62,1,"[62.0,0.0,2022.0,72.0]"
